file_path,label
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.normal.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.surprised.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject10/subject10.sleepy.pgm,10
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.sleepy.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.happy.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.surprised.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.normal.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.noglasses.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.sad.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.glasses.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject14/subject14.wink.pgm,14
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.happy.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.surprised.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.sleepy.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.normal.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.wink.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.noglasses.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.glasses.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject06/subject06.sad.pgm,6
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.glasses.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.normal.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.wink.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.sleepy.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.sad.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.surprised.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.noglasses.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject07/subject07.happy.pgm,7
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.sad.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.sleepy.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.noglasses.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.wink.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.happy.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.normal.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.glasses.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject15/subject15.surprised.pgm,15
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.sleepy.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.wink_1.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.sad.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.surprise.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.noglasses.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.happy.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject17/subject17.glasses.pgm,17
/home/shuran/Face-Tracker/yalefaces/subject20/subject20.surprise.pgm,20
/home/shuran/Face-Tracker/yalefaces/subject20/subject20.noglasses.pgm,20
/home/shuran/Face-Tracker/yalefaces/subject20/subject20.wink.pgm,20
/home/shuran/Face-Tracker/yalefaces/subject20/subject20.normal.pgm,20
/home/shuran/Face-Tracker/yalefaces/subject20/subject20.happy.pgm,20
/home/shuran/Face-Tracker/yalefaces/subject20/subject20.sad.pgm,20
/home/shuran/Face-Tracker/yalefaces/subject18/subject18.wink.pgm,18
/home/shuran/Face-Tracker/yalefaces/subject18/subject18.surprise.pgm,18
/home/shuran/Face-Tracker/yalefaces/subject18/subject18.sad.pgm,18
/home/shuran/Face-Tracker/yalefaces/subject18/subject18.happy.pgm,18
/home/shuran/Face-Tracker/yalefaces/subject18/subject18.normal.pgm,18
/home/shuran/Face-Tracker/yalefaces/subject18/subject18.sleep.pgm,18
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.surprised.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.sad.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.glasses.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.sleepy.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.noglasses.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.wink.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.normal.pgm,11
/home/shuran/Face-Tracker/yalefaces/subject11/subject11.happy.pgm,11
